home_code,home_name,work_code,work_name,commuters
201011,Bolesławiec,201022,Bolesławiec,516
201011,Bolesławiec,201032,Gromadka,234
201011,Bolesławiec,201044,Nowogrodziec - miasto,106
201011,Bolesławiec,201045,Nowogrodziec - obszar wiejski,286
201011,Bolesławiec,201052,Osiecznica,160
201011,Bolesławiec,201062,Warta Bolesławiecka,147
201011,Bolesławiec,203011,Głogów,10
201011,Bolesławiec,205011,Jawor,3
201011,Bolesławiec,209011,Chojnów,24
201011,Bolesławiec,209022,Chojnów,225
201011,Bolesławiec,209052,Legnickie Pole,12
201011,Bolesławiec,209062,Miłkowice,3
201011,Bolesławiec,210011,Lubań,42
201011,Bolesławiec,210021,Świeradów-Zdrój,3
201011,Bolesławiec,210072,Siekierczyn,7
201011,Bolesławiec,211011,Lubin,31
201011,Bolesławiec,212015,Gryfów Śląski - obszar wiejski,3
201011,Bolesławiec,212034,Lwówek Śląski - miasto,51
201011,Bolesławiec,212035,Lwówek Śląski - obszar wiejski,94
201011,Bolesławiec,216014,Chocianów - miasto,5
201011,Bolesławiec,216044,Polkowice - miasto,55
201011,Bolesławiec,216045,Polkowice - obszar wiejski,9
201011,Bolesławiec,219011,Świdnica,3
201011,Bolesławiec,223022,Długołęka,4
201011,Bolesławiec,223044,Kąty Wrocławskie - miasto,5
201011,Bolesławiec,223045,Kąty Wrocławskie - obszar wiejski,4
201011,Bolesławiec,223052,Kobierzyce,15
201011,Bolesławiec,225021,Zgorzelec,44
201011,Bolesławiec,225034,Bogatynia - miasto,7
201011,Bolesławiec,225064,Węgliniec - miasto,11
201011,Bolesławiec,225065,Węgliniec - obszar wiejski,4
201011,Bolesławiec,226021,Złotoryja,15
201011,Bolesławiec,226052,Zagrodno,5
201011,Bolesławiec,261011,Jelenia Góra,30
201011,Bolesławiec,262011,Legnica,102
201011,Bolesławiec,264011,Wrocław,253
201011,Bolesławiec,265011,Wałbrzych,13
201011,Bolesławiec,663011,Lublin,6
201011,Bolesławiec,804011,Nowa Sól,6
201011,Bolesławiec,809055,Nowogród Bobrzański - obszar wiejski,4
201011,Bolesławiec,810021,Żagań,11
201011,Bolesławiec,810074,Szprotawa - miasto,3
201011,Bolesławiec,811021,Żary,4
201011,Bolesławiec,861011,Gorzów Wielkopolski,3
201011,Bolesławiec,862011,Zielona Góra,12
201011,Bolesławiec,1061011,Łódź,15
201011,Bolesławiec,1261011,Kraków,17
201011,Bolesławiec,1465011,M.st.Warszawa,164
201011,Bolesławiec,1661011,Opole,7
201011,Bolesławiec,2261011,Gdańsk,4
201011,Bolesławiec,2461011,Bielsko-Biała,6
201011,Bolesławiec,2469011,Katowice,7
201011,Bolesławiec,2477011,Tychy,4
201011,Bolesławiec,3012044,Krotoszyn - miasto,5
201011,Bolesławiec,3021072,Komorniki,8
201011,Bolesławiec,3021084,Kostrzyn - miasto,7
201011,Bolesławiec,3021172,Tarnowo Podgórne,49
201011,Bolesławiec,3064011,Poznań,11
201011,Bolesławiec,3262011,Szczecin,4
201022,Bolesławiec,201011,Bolesławiec,2276
201022,Bolesławiec,201032,Gromadka,140
201022,Bolesławiec,201044,Nowogrodziec - miasto,45
201022,Bolesławiec,201045,Nowogrodziec - obszar wiejski,93
201022,Bolesławiec,201052,Osiecznica,78
201022,Bolesławiec,201062,Warta Bolesławiecka,74
201022,Bolesławiec,203011,Głogów,4
201022,Bolesławiec,205011,Jawor,3
201022,Bolesławiec,209011,Chojnów,8
201022,Bolesławiec,209022,Chojnów,70
201022,Bolesławiec,210011,Lubań,17
201022,Bolesławiec,211011,Lubin,10
201022,Bolesławiec,211032,Rudna,3
201022,Bolesławiec,212034,Lwówek Śląski - miasto,27
201022,Bolesławiec,212035,Lwówek Śląski - obszar wiejski,65
201022,Bolesławiec,216014,Chocianów - miasto,5
201022,Bolesławiec,216044,Polkowice - miasto,20
201022,Bolesławiec,216045,Polkowice - obszar wiejski,3
201022,Bolesławiec,223052,Kobierzyce,7
201022,Bolesławiec,225021,Zgorzelec,14
201022,Bolesławiec,225052,Sulików,4
201022,Bolesławiec,225064,Węgliniec - miasto,5
201022,Bolesławiec,226021,Złotoryja,7
201022,Bolesławiec,226052,Zagrodno,4
201022,Bolesławiec,261011,Jelenia Góra,14
201022,Bolesławiec,262011,Legnica,38
201022,Bolesławiec,264011,Wrocław,95
201022,Bolesławiec,804011,Nowa Sól,3
201022,Bolesławiec,810075,Szprotawa - obszar wiejski,3
201022,Bolesławiec,811021,Żary,3
201022,Bolesławiec,861011,Gorzów Wielkopolski,3
201022,Bolesławiec,862011,Zielona Góra,4
201022,Bolesławiec,1018012,Bolesławiec,3
201022,Bolesławiec,1061011,Łódź,3
201022,Bolesławiec,1261011,Kraków,3
201022,Bolesławiec,1421021,Pruszków,4
201022,Bolesławiec,1465011,M.st.Warszawa,57
201022,Bolesławiec,1661011,Opole,4
201022,Bolesławiec,2469011,Katowice,4
201022,Bolesławiec,3012044,Krotoszyn - miasto,5
201022,Bolesławiec,3021072,Komorniki,4
201022,Bolesławiec,3021084,Kostrzyn - miasto,3
201022,Bolesławiec,3021095,Kórnik - obszar wiejski,3
201022,Bolesławiec,3021172,Tarnowo Podgórne,11
201022,Bolesławiec,3064011,Poznań,5
201032,Gromadka,201011,Bolesławiec,289
201032,Gromadka,201022,Bolesławiec,79
201032,Gromadka,201052,Osiecznica,14
201032,Gromadka,201062,Warta Bolesławiecka,34
201032,Gromadka,203011,Głogów,4
201032,Gromadka,205011,Jawor,3
201032,Gromadka,209011,Chojnów,8
201032,Gromadka,209022,Chojnów,65
201032,Gromadka,211011,Lubin,28
201032,Gromadka,211022,Lubin,3
201032,Gromadka,212035,Lwówek Śląski - obszar wiejski,3
201032,Gromadka,216014,Chocianów - miasto,21
201032,Gromadka,216015,Chocianów - obszar wiejski,9
201032,Gromadka,216044,Polkowice - miasto,76
201032,Gromadka,216045,Polkowice - obszar wiejski,6
201032,Gromadka,223052,Kobierzyce,4
201032,Gromadka,225021,Zgorzelec,4
201032,Gromadka,225052,Sulików,9
201032,Gromadka,261011,Jelenia Góra,4
201032,Gromadka,262011,Legnica,33
201032,Gromadka,264011,Wrocław,38
201032,Gromadka,414072,Osie,3
201032,Gromadka,1465011,M.st.Warszawa,35
201032,Gromadka,2466011,Gliwice,3
201032,Gromadka,3021172,Tarnowo Podgórne,10
201032,Gromadka,3022055,Rawicz - obszar wiejski,3
201044,Nowogrodziec - miasto,201011,Bolesławiec,237
201044,Nowogrodziec - miasto,201022,Bolesławiec,34
201044,Nowogrodziec - miasto,201032,Gromadka,6
201044,Nowogrodziec - miasto,201045,Nowogrodziec - obszar wiejski,163
201044,Nowogrodziec - miasto,201052,Osiecznica,6
201044,Nowogrodziec - miasto,203011,Głogów,3
201044,Nowogrodziec - miasto,209022,Chojnów,17
201044,Nowogrodziec - miasto,210011,Lubań,49
201044,Nowogrodziec - miasto,210042,Lubań,5
201044,Nowogrodziec - miasto,210072,Siekierczyn,3
201044,Nowogrodziec - miasto,211011,Lubin,3
201044,Nowogrodziec - miasto,212034,Lwówek Śląski - miasto,4
201044,Nowogrodziec - miasto,212035,Lwówek Śląski - obszar wiejski,9
201044,Nowogrodziec - miasto,225021,Zgorzelec,13
201044,Nowogrodziec - miasto,225064,Węgliniec - miasto,3
201044,Nowogrodziec - miasto,225065,Węgliniec - obszar wiejski,5
201044,Nowogrodziec - miasto,261011,Jelenia Góra,10
201044,Nowogrodziec - miasto,262011,Legnica,6
201044,Nowogrodziec - miasto,264011,Wrocław,19
201044,Nowogrodziec - miasto,1465011,M.st.Warszawa,23
201044,Nowogrodziec - miasto,3012044,Krotoszyn - miasto,5
201044,Nowogrodziec - miasto,3021172,Tarnowo Podgórne,5
201045,Nowogrodziec - obszar wiejski,201011,Bolesławiec,638
201045,Nowogrodziec - obszar wiejski,201022,Bolesławiec,98
201045,Nowogrodziec - obszar wiejski,201032,Gromadka,16
201045,Nowogrodziec - obszar wiejski,201044,Nowogrodziec - miasto,353
201045,Nowogrodziec - obszar wiejski,201052,Osiecznica,49
201045,Nowogrodziec - obszar wiejski,201062,Warta Bolesławiecka,14
201045,Nowogrodziec - obszar wiejski,203011,Głogów,5
201045,Nowogrodziec - obszar wiejski,209011,Chojnów,3
201045,Nowogrodziec - obszar wiejski,209022,Chojnów,33
201045,Nowogrodziec - obszar wiejski,210011,Lubań,93
201045,Nowogrodziec - obszar wiejski,210021,Świeradów-Zdrój,3
201045,Nowogrodziec - obszar wiejski,210042,Lubań,9
201045,Nowogrodziec - obszar wiejski,210072,Siekierczyn,4
201045,Nowogrodziec - obszar wiejski,211011,Lubin,3
201045,Nowogrodziec - obszar wiejski,212034,Lwówek Śląski - miasto,29
201045,Nowogrodziec - obszar wiejski,212035,Lwówek Śląski - obszar wiejski,42
201045,Nowogrodziec - obszar wiejski,216044,Polkowice - miasto,5
201045,Nowogrodziec - obszar wiejski,219045,Jaworzyna Śląska - obszar wiejski,5
201045,Nowogrodziec - obszar wiejski,223022,Długołęka,4
201045,Nowogrodziec - obszar wiejski,225021,Zgorzelec,40
201045,Nowogrodziec - obszar wiejski,225034,Bogatynia - miasto,4
201045,Nowogrodziec - obszar wiejski,225064,Węgliniec - miasto,46
201045,Nowogrodziec - obszar wiejski,225065,Węgliniec - obszar wiejski,10
201045,Nowogrodziec - obszar wiejski,225072,Zgorzelec,11
201045,Nowogrodziec - obszar wiejski,261011,Jelenia Góra,9
201045,Nowogrodziec - obszar wiejski,262011,Legnica,28
201045,Nowogrodziec - obszar wiejski,264011,Wrocław,55
201045,Nowogrodziec - obszar wiejski,265011,Wałbrzych,6
201045,Nowogrodziec - obszar wiejski,862011,Zielona Góra,3
201045,Nowogrodziec - obszar wiejski,1261011,Kraków,5
201045,Nowogrodziec - obszar wiejski,1465011,M.st.Warszawa,48
201045,Nowogrodziec - obszar wiejski,2261011,Gdańsk,3
201045,Nowogrodziec - obszar wiejski,2478011,Zabrze,3
201045,Nowogrodziec - obszar wiejski,3012044,Krotoszyn - miasto,7
201045,Nowogrodziec - obszar wiejski,3021084,Kostrzyn - miasto,4
201045,Nowogrodziec - obszar wiejski,3021172,Tarnowo Podgórne,7
201045,Nowogrodziec - obszar wiejski,3064011,Poznań,4
201052,Osiecznica,201011,Bolesławiec,398
201052,Osiecznica,201022,Bolesławiec,42
201052,Osiecznica,201032,Gromadka,9
201052,Osiecznica,201044,Nowogrodziec - miasto,10
201052,Osiecznica,201045,Nowogrodziec - obszar wiejski,58
201052,Osiecznica,209022,Chojnów,39
201052,Osiecznica,210011,Lubań,4
201052,Osiecznica,211011,Lubin,3
201052,Osiecznica,212035,Lwówek Śląski - obszar wiejski,11
201052,Osiecznica,225021,Zgorzelec,13
201052,Osiecznica,225064,Węgliniec - miasto,9
201052,Osiecznica,225065,Węgliniec - obszar wiejski,16
201052,Osiecznica,261011,Jelenia Góra,3
201052,Osiecznica,262011,Legnica,6
201052,Osiecznica,264011,Wrocław,43
201052,Osiecznica,265011,Wałbrzych,3
201052,Osiecznica,804011,Nowa Sól,7
201052,Osiecznica,805034,Ośno Lubuskie - miasto,3
201052,Osiecznica,807045,Sulęcin - obszar wiejski,7
201052,Osiecznica,810021,Żagań,34
201052,Osiecznica,810075,Szprotawa - obszar wiejski,3
201052,Osiecznica,810092,Żagań,3
201052,Osiecznica,811021,Żary,4
201052,Osiecznica,862011,Zielona Góra,8
201052,Osiecznica,1414022,Czosnów,4
201052,Osiecznica,1465011,M.st.Warszawa,33
201052,Osiecznica,2477011,Tychy,3
201052,Osiecznica,3064011,Poznań,3
201062,Warta Bolesławiecka,201011,Bolesławiec,858
201062,Warta Bolesławiecka,201022,Bolesławiec,133
201062,Warta Bolesławiecka,201032,Gromadka,261
201062,Warta Bolesławiecka,201045,Nowogrodziec - obszar wiejski,26
201062,Warta Bolesławiecka,201052,Osiecznica,22
201062,Warta Bolesławiecka,203011,Głogów,5
201062,Warta Bolesławiecka,205011,Jawor,3
201062,Warta Bolesławiecka,209011,Chojnów,20
201062,Warta Bolesławiecka,209022,Chojnów,133
201062,Warta Bolesławiecka,209052,Legnickie Pole,4
201062,Warta Bolesławiecka,210011,Lubań,4
201062,Warta Bolesławiecka,211011,Lubin,22
201062,Warta Bolesławiecka,212034,Lwówek Śląski - miasto,6
201062,Warta Bolesławiecka,212035,Lwówek Śląski - obszar wiejski,30
201062,Warta Bolesławiecka,216044,Polkowice - miasto,36
201062,Warta Bolesławiecka,216045,Polkowice - obszar wiejski,3
201062,Warta Bolesławiecka,223052,Kobierzyce,6
201062,Warta Bolesławiecka,225021,Zgorzelec,14
201062,Warta Bolesławiecka,226021,Złotoryja,16
201062,Warta Bolesławiecka,226032,Pielgrzymka,7
201062,Warta Bolesławiecka,226052,Zagrodno,5
201062,Warta Bolesławiecka,226062,Złotoryja,3
201062,Warta Bolesławiecka,261011,Jelenia Góra,3
201062,Warta Bolesławiecka,262011,Legnica,38
201062,Warta Bolesławiecka,264011,Wrocław,55
201062,Warta Bolesławiecka,265011,Wałbrzych,6
201062,Warta Bolesławiecka,414072,Osie,4
201062,Warta Bolesławiecka,810082,Wymiarki,3
201062,Warta Bolesławiecka,862011,Zielona Góra,3
201062,Warta Bolesławiecka,1465011,M.st.Warszawa,41
201062,Warta Bolesławiecka,3012044,Krotoszyn - miasto,4
201062,Warta Bolesławiecka,3021172,Tarnowo Podgórne,14
201062,Warta Bolesławiecka,3064011,Poznań,3
202011,Bielawa,201011,Bolesławiec,6
202011,Bielawa,202021,Dzierżoniów,2248
202011,Bielawa,202034,Pieszyce - miasto,173
202011,Bielawa,202035,Pieszyce - obszar wiejski,34
202011,Bielawa,202041,Piława Górna,46
202011,Bielawa,202052,Dzierżoniów,95
202011,Bielawa,202062,Łagiewniki,15
202011,Bielawa,202074,Niemcza - miasto,8
202011,Bielawa,202075,Niemcza - obszar wiejski,10
202011,Bielawa,203011,Głogów,3
202011,Bielawa,208021,Kłodzko,10
202011,Bielawa,208031,Kudowa-Zdrój,4
202011,Bielawa,208041,Nowa Ruda,17
202011,Bielawa,208112,Nowa Ruda,12
202011,Bielawa,211011,Lubin,3
202011,Bielawa,215034,Jelcz-Laskowice - miasto,3
202011,Bielawa,215035,Jelcz-Laskowice - obszar wiejski,3
202011,Bielawa,217044,Strzelin - miasto,9
202011,Bielawa,217045,Strzelin - obszar wiejski,4
202011,Bielawa,218012,Kostomłoty,6
202011,Bielawa,219011,Świdnica,199
202011,Bielawa,219021,Świebodzice,8
202011,Bielawa,219064,Strzegom - miasto,5
202011,Bielawa,219072,Świdnica,17
202011,Bielawa,221065,Mieroszów - obszar wiejski,4
202011,Bielawa,223022,Długołęka,10
202011,Bielawa,223032,Jordanów Śląski,8
202011,Bielawa,223044,Kąty Wrocławskie - miasto,8
202011,Bielawa,223045,Kąty Wrocławskie - obszar wiejski,81
202011,Bielawa,223052,Kobierzyce,536
202011,Bielawa,223075,Sobótka - obszar wiejski,5
202011,Bielawa,224014,Bardo - miasto,6
202011,Bielawa,224022,Ciepłowody,3
202011,Bielawa,224042,Stoszowice,14
202011,Bielawa,224054,Ząbkowice Śląskie - miasto,37
202011,Bielawa,224055,Ząbkowice Śląskie - obszar wiejski,6
202011,Bielawa,224065,Ziębice - obszar wiejski,3
202011,Bielawa,224074,Złoty Stok - miasto,3
202011,Bielawa,262011,Legnica,21
202011,Bielawa,264011,Wrocław,330
202011,Bielawa,265011,Wałbrzych,78
202011,Bielawa,407011,Inowrocław,5
202011,Bielawa,663011,Lublin,7
202011,Bielawa,1061011,Łódź,3
202011,Bielawa,1261011,Kraków,15
202011,Bielawa,1263011,Tarnów,4
202011,Bielawa,1438025,Mszczonów - obszar wiejski,3
202011,Bielawa,1465011,M.st.Warszawa,126
202011,Bielawa,1661011,Opole,6
202011,Bielawa,1863011,Rzeszów,3
202011,Bielawa,2464011,Częstochowa,4
202011,Bielawa,2466011,Gliwice,3
202011,Bielawa,2469011,Katowice,7
202011,Bielawa,2479011,Żory,7
202011,Bielawa,3012044,Krotoszyn - miasto,9
202011,Bielawa,3021072,Komorniki,8
202011,Bielawa,3021084,Kostrzyn - miasto,9
202011,Bielawa,3021172,Tarnowo Podgórne,44
202011,Bielawa,3064011,Poznań,12
202021,Dzierżoniów,202011,Bielawa,561
202021,Dzierżoniów,202034,Pieszyce - miasto,188
202021,Dzierżoniów,202035,Pieszyce - obszar wiejski,34
202021,Dzierżoniów,202041,Piława Górna,99
202021,Dzierżoniów,202052,Dzierżoniów,180
202021,Dzierżoniów,202062,Łagiewniki,38
202021,Dzierżoniów,202074,Niemcza - miasto,27
202021,Dzierżoniów,202075,Niemcza - obszar wiejski,24
202021,Dzierżoniów,203011,Głogów,3
202021,Dzierżoniów,205011,Jawor,4
202021,Dzierżoniów,208021,Kłodzko,9
202021,Dzierżoniów,208041,Nowa Ruda,12
202021,Dzierżoniów,209052,Legnickie Pole,7
202021,Dzierżoniów,215011,Oława,5
202021,Dzierżoniów,215034,Jelcz-Laskowice - miasto,4
202021,Dzierżoniów,217044,Strzelin - miasto,16
202021,Dzierżoniów,218012,Kostomłoty,4
202021,Dzierżoniów,218045,Środa Śląska - obszar wiejski,3
202021,Dzierżoniów,219011,Świdnica,372
202021,Dzierżoniów,219021,Świebodzice,8
202021,Dzierżoniów,219032,Dobromierz,3
202021,Dzierżoniów,219044,Jaworzyna Śląska - miasto,4
202021,Dzierżoniów,219052,Marcinowice,6
202021,Dzierżoniów,219064,Strzegom - miasto,4
202021,Dzierżoniów,219072,Świdnica,39
202021,Dzierżoniów,219084,Żarów - miasto,4
202021,Dzierżoniów,221064,Mieroszów - miasto,4
202021,Dzierżoniów,221082,Walim,4
202021,Dzierżoniów,223022,Długołęka,7
202021,Dzierżoniów,223032,Jordanów Śląski,6
202021,Dzierżoniów,223044,Kąty Wrocławskie - miasto,14
202021,Dzierżoniów,223045,Kąty Wrocławskie - obszar wiejski,82
202021,Dzierżoniów,223052,Kobierzyce,521
202021,Dzierżoniów,223074,Sobótka - miasto,11
202021,Dzierżoniów,223075,Sobótka - obszar wiejski,3
202021,Dzierżoniów,224022,Ciepłowody,4
202021,Dzierżoniów,224034,Kamieniec Ząbkowicki - miasto,8
202021,Dzierżoniów,224042,Stoszowice,10
202021,Dzierżoniów,224054,Ząbkowice Śląskie - miasto,25
202021,Dzierżoniów,224055,Ząbkowice Śląskie - obszar wiejski,12
202021,Dzierżoniów,224064,Ziębice - miasto,3
202021,Dzierżoniów,225021,Zgorzelec,3
202021,Dzierżoniów,261011,Jelenia Góra,3
202021,Dzierżoniów,262011,Legnica,24
202021,Dzierżoniów,264011,Wrocław,447
202021,Dzierżoniów,265011,Wałbrzych,81
202021,Dzierżoniów,414094,Świecie - miasto,4
202021,Dzierżoniów,463011,Toruń,3
202021,Dzierżoniów,663011,Lublin,6
202021,Dzierżoniów,862011,Zielona Góra,3
202021,Dzierżoniów,1061011,Łódź,5
202021,Dzierżoniów,1261011,Kraków,19
202021,Dzierżoniów,1465011,M.st.Warszawa,106
202021,Dzierżoniów,1661011,Opole,9
202021,Dzierżoniów,2261011,Gdańsk,4
202021,Dzierżoniów,2464011,Częstochowa,9
202021,Dzierżoniów,2469011,Katowice,7
202021,Dzierżoniów,3021072,Komorniki,3
202021,Dzierżoniów,3021084,Kostrzyn - miasto,6
202021,Dzierżoniów,3021172,Tarnowo Podgórne,46
202021,Dzierżoniów,3064011,Poznań,6
202021,Dzierżoniów,3262011,Szczecin,4
202034,Pieszyce - miasto,202011,Bielawa,193
202034,Pieszyce - miasto,202021,Dzierżoniów,652
202034,Pieszyce - miasto,202035,Pieszyce - obszar wiejski,42
202034,Pieszyce - miasto,202041,Piława Górna,11
202034,Pieszyce - miasto,202052,Dzierżoniów,25
202034,Pieszyce - miasto,202062,Łagiewniki,3
202034,Pieszyce - miasto,202075,Niemcza - obszar wiejski,3
202034,Pieszyce - miasto,208021,Kłodzko,3
202034,Pieszyce - miasto,208041,Nowa Ruda,3
202034,Pieszyce - miasto,219011,Świdnica,53
202034,Pieszyce - miasto,219072,Świdnica,11
202034,Pieszyce - miasto,221065,Mieroszów - obszar wiejski,10
202034,Pieszyce - miasto,223022,Długołęka,3
202034,Pieszyce - miasto,223044,Kąty Wrocławskie - miasto,3
202034,Pieszyce - miasto,223045,Kąty Wrocławskie - obszar wiejski,10
202034,Pieszyce - miasto,223052,Kobierzyce,68
202034,Pieszyce - miasto,224054,Ząbkowice Śląskie - miasto,8
202034,Pieszyce - miasto,262011,Legnica,8
202034,Pieszyce - miasto,264011,Wrocław,75
202034,Pieszyce - miasto,265011,Wałbrzych,13
202034,Pieszyce - miasto,1465011,M.st.Warszawa,28
202034,Pieszyce - miasto,1661011,Opole,3
202034,Pieszyce - miasto,2469011,Katowice,3
202034,Pieszyce - miasto,3021172,Tarnowo Podgórne,6
202035,Pieszyce - obszar wiejski,202011,Bielawa,39
202035,Pieszyce - obszar wiejski,202021,Dzierżoniów,214
202035,Pieszyce - obszar wiejski,202034,Pieszyce - miasto,72
202035,Pieszyce - obszar wiejski,202041,Piława Górna,5
202035,Pieszyce - obszar wiejski,202052,Dzierżoniów,13
202035,Pieszyce - obszar wiejski,202074,Niemcza - miasto,3
202035,Pieszyce - obszar wiejski,219011,Świdnica,34
202035,Pieszyce - obszar wiejski,219021,Świebodzice,4
202035,Pieszyce - obszar wiejski,219072,Świdnica,6
202035,Pieszyce - obszar wiejski,223045,Kąty Wrocławskie - obszar wiejski,6
202035,Pieszyce - obszar wiejski,223052,Kobierzyce,20
202035,Pieszyce - obszar wiejski,264011,Wrocław,22
202035,Pieszyce - obszar wiejski,265011,Wałbrzych,6
202035,Pieszyce - obszar wiejski,1465011,M.st.Warszawa,6
202035,Pieszyce - obszar wiejski,3012044,Krotoszyn - miasto,3
202041,Piława Górna,202011,Bielawa,61
202041,Piława Górna,202021,Dzierżoniów,510
202041,Piława Górna,202034,Pieszyce - miasto,21
202041,Piława Górna,202052,Dzierżoniów,31
202041,Piława Górna,202062,Łagiewniki,14
202041,Piława Górna,202074,Niemcza - miasto,29
202041,Piława Górna,202075,Niemcza - obszar wiejski,19
202041,Piława Górna,208021,Kłodzko,4
202041,Piława Górna,218012,Kostomłoty,4
202041,Piława Górna,219011,Świdnica,21
202041,Piława Górna,223044,Kąty Wrocławskie - miasto,3
202041,Piława Górna,223045,Kąty Wrocławskie - obszar wiejski,11
202041,Piława Górna,223052,Kobierzyce,159
202041,Piława Górna,224022,Ciepłowody,3
202041,Piława Górna,224042,Stoszowice,4
202041,Piława Górna,224054,Ząbkowice Śląskie - miasto,46
202041,Piława Górna,224055,Ząbkowice Śląskie - obszar wiejski,5
202041,Piława Górna,226062,Złotoryja,4
202041,Piława Górna,262011,Legnica,4
202041,Piława Górna,264011,Wrocław,78
202041,Piława Górna,265011,Wałbrzych,5
202041,Piława Górna,407011,Inowrocław,3
202041,Piława Górna,1261011,Kraków,4
202041,Piława Górna,1465011,M.st.Warszawa,27
202041,Piława Górna,2261011,Gdańsk,6
202041,Piława Górna,2469011,Katowice,3
202041,Piława Górna,3012044,Krotoszyn - miasto,3
202041,Piława Górna,3021172,Tarnowo Podgórne,11
202052,Dzierżoniów,202011,Bielawa,287
202052,Dzierżoniów,202021,Dzierżoniów,1012
202052,Dzierżoniów,202034,Pieszyce - miasto,58
202052,Dzierżoniów,202035,Pieszyce - obszar wiejski,13
202052,Dzierżoniów,202041,Piława Górna,40
202052,Dzierżoniów,202062,Łagiewniki,17
202052,Dzierżoniów,202074,Niemcza - miasto,10
202052,Dzierżoniów,202075,Niemcza - obszar wiejski,12
202052,Dzierżoniów,208021,Kłodzko,3
202052,Dzierżoniów,208041,Nowa Ruda,7
202052,Dzierżoniów,217044,Strzelin - miasto,5
202052,Dzierżoniów,218012,Kostomłoty,3
202052,Dzierżoniów,219011,Świdnica,278
202052,Dzierżoniów,219021,Świebodzice,3
202052,Dzierżoniów,219052,Marcinowice,4
202052,Dzierżoniów,219064,Strzegom - miasto,7
202052,Dzierżoniów,219072,Świdnica,22
202052,Dzierżoniów,219084,Żarów - miasto,8
202052,Dzierżoniów,219085,Żarów - obszar wiejski,3
202052,Dzierżoniów,223032,Jordanów Śląski,3
202052,Dzierżoniów,223044,Kąty Wrocławskie - miasto,4
202052,Dzierżoniów,223045,Kąty Wrocławskie - obszar wiejski,9
202052,Dzierżoniów,223052,Kobierzyce,97
202052,Dzierżoniów,223075,Sobótka - obszar wiejski,4
202052,Dzierżoniów,224022,Ciepłowody,4
202052,Dzierżoniów,224042,Stoszowice,12
202052,Dzierżoniów,224054,Ząbkowice Śląskie - miasto,15
202052,Dzierżoniów,224055,Ząbkowice Śląskie - obszar wiejski,3
202052,Dzierżoniów,262011,Legnica,6
202052,Dzierżoniów,264011,Wrocław,110
202052,Dzierżoniów,265011,Wałbrzych,15
202052,Dzierżoniów,1261011,Kraków,4
202052,Dzierżoniów,1465011,M.st.Warszawa,20
202052,Dzierżoniów,1661011,Opole,3
202052,Dzierżoniów,2469011,Katowice,3
202052,Dzierżoniów,3012044,Krotoszyn - miasto,3
202052,Dzierżoniów,3021084,Kostrzyn - miasto,3
202052,Dzierżoniów,3021172,Tarnowo Podgórne,4
202052,Dzierżoniów,3064011,Poznań,3
202062,Łagiewniki,202011,Bielawa,36
202062,Łagiewniki,202021,Dzierżoniów,294
202062,Łagiewniki,202034,Pieszyce - miasto,10
202062,Łagiewniki,202041,Piława Górna,7
202062,Łagiewniki,202052,Dzierżoniów,29
202062,Łagiewniki,202074,Niemcza - miasto,14
202062,Łagiewniki,202075,Niemcza - obszar wiejski,6
202062,Łagiewniki,203011,Głogów,3
202062,Łagiewniki,208021,Kłodzko,3
202062,Łagiewniki,209062,Miłkowice,4
202062,Łagiewniki,214075,Syców - obszar wiejski,3
202062,Łagiewniki,217022,Kondratowice,14
202062,Łagiewniki,217044,Strzelin - miasto,16
202062,Łagiewniki,217045,Strzelin - obszar wiejski,5
202062,Łagiewniki,219011,Świdnica,36
202062,Łagiewniki,219072,Świdnica,9
202062,Łagiewniki,223022,Długołęka,7
202062,Łagiewniki,223032,Jordanów Śląski,42
202062,Łagiewniki,223044,Kąty Wrocławskie - miasto,14
202062,Łagiewniki,223045,Kąty Wrocławskie - obszar wiejski,79
202062,Łagiewniki,223052,Kobierzyce,570
202062,Łagiewniki,223074,Sobótka - miasto,17
202062,Łagiewniki,223075,Sobótka - obszar wiejski,11
202062,Łagiewniki,223092,Żórawina,3
202062,Łagiewniki,224054,Ząbkowice Śląskie - miasto,7
202062,Łagiewniki,262011,Legnica,11
202062,Łagiewniki,264011,Wrocław,277
202062,Łagiewniki,265011,Wałbrzych,4
202062,Łagiewniki,1418044,Piaseczno - miasto,5
202062,Łagiewniki,1465011,M.st.Warszawa,33
202062,Łagiewniki,1661011,Opole,4
202062,Łagiewniki,2469011,Katowice,3
202062,Łagiewniki,3012044,Krotoszyn - miasto,5
202062,Łagiewniki,3021172,Tarnowo Podgórne,6
202074,Niemcza - miasto,202011,Bielawa,14
202074,Niemcza - miasto,202021,Dzierżoniów,98
202074,Niemcza - miasto,202034,Pieszyce - miasto,4
202074,Niemcza - miasto,202041,Piława Górna,19
202074,Niemcza - miasto,202052,Dzierżoniów,9
202074,Niemcza - miasto,202062,Łagiewniki,12
202074,Niemcza - miasto,202075,Niemcza - obszar wiejski,29
202074,Niemcza - miasto,209042,Kunice,5
202074,Niemcza - miasto,217022,Kondratowice,4
202074,Niemcza - miasto,217044,Strzelin - miasto,6
202074,Niemcza - miasto,217045,Strzelin - obszar wiejski,3
202074,Niemcza - miasto,219011,Świdnica,4
202074,Niemcza - miasto,223045,Kąty Wrocławskie - obszar wiejski,7
202074,Niemcza - miasto,223052,Kobierzyce,143
202074,Niemcza - miasto,223074,Sobótka - miasto,3
